RUT,NOMBRE,CLASIFICACION
77560971-0,S&G SEGURIDAD INTEGRAL SPA,OTRO MUNICIPAL
77561064-6,ASEOVIC SPA,OTRO MUNICIPAL
77561118-9,SERVICIOS EDUCACIONALES HELSINKI SPA,OTRO MUNICIPAL
77561242-8,SERVICIO DE ASEO Y LIMPIEZA CLAUDIA GONZALEZ AYALA E.I.R.L.,OTRO MUNICIPAL
77561292-4,CENTRAL SEGURIDAD SPA,OTRO MUNICIPAL
77561355-6,SOCIEDAD FULL SEGURIDAD SPA,OTRO MUNICIPAL
77561363-7,DAVID ISAAC PEREIRA ACEVEDO SOLUCIONES EN ASEO SPA,OTRO MUNICIPAL
77561453-6,TORRES MORAGA ATENCION DE SALUD INTEGRAL Y OTRAS PRESTACIONES SPA,OTRO MUNICIPAL
77561539-7,CARPE DIEM SALUD Y BIENESTAR SPA,OTRO MUNICIPAL
77561934-1,"TRIANGULO, ASESORÍA Y GESTIÓN PARA LA SALUD DE LAS ORGANIZACIONES SPA",OTRO MUNICIPAL
77561968-6,SERVICIOS DE SEGURIDAD JOSE DIEGO SANCHEZ ARIAS E.I.R.L.,OTRO MUNICIPAL
77562263-6,VOC SEGURIDAD SPA,OTRO MUNICIPAL
77562350-0,SALUD ORAL LIMITADA,OTRO MUNICIPAL
77562531-7,SALUD Y BIENESTAR PRODUCCIONES SPA,OTRO MUNICIPAL
77562534-1,SALUD Y BIENESTAR CAPACITACIÓN SPA,OTRO MUNICIPAL
77562662-3,EMPRESA DE RECURSOS HUMANOS INHERENTES A SEGURIDAD PRIVADA A&F SECURITY SPA,OTRO MUNICIPAL
77562854-5,SALUD Y BIENESTAR INTEGRAL SPA,OTRO MUNICIPAL
77562898-7,SINCRONÍA SALUD SPA,OTRO MUNICIPAL
77563102-3,SEGURIDAD INDUSTRIAL  FYK LIMITADA,OTRO MUNICIPAL
77563185-6,ECOVALLE SALUD SPA,OTRO MUNICIPAL
77563217-8,SERVICIOS DE SEGURIDAD Y REDES MAXIMILIANO VLADIMIR GONZÁLEZ LARA E.I.R.L.,OTRO MUNICIPAL
77563264-K,COMERCIAL DE SEGURIDAD AMREL SPA,OTRO MUNICIPAL
77563269-0,INSUMOS DE SALUD C & S LIMITADA,OTRO MUNICIPAL
77563416-2,DOCTOR DETAILING Y SEGURIDAD SPA,OTRO MUNICIPAL
77563633-5,CENTRO DE SALUD Y BIENESTAR BE GOOD SPA,OTRO MUNICIPAL
77563634-3,LIBERCAP SEGURIDAD LIMITADA,OTRO MUNICIPAL
77563697-1,LUIS ALEJANDRO CEA RAMÍREZ SEGURIDAD PRIVADA E.I.R.L.,OTRO MUNICIPAL
77563777-3,SERVICIOS DE ASEO ELYEVAGI LIMITADA,OTRO MUNICIPAL
77563918-0,EMPRESA DE SERVICIOS TRANSITORIOS  DANIZA  FUENTES E.I.R.L.,OTRO MUNICIPAL
77563937-7,"SERVICIOS INTEGRALES DE ASEO INDUSTRIAL, SANITIZACIÓN Y CONTROL DE PLAGAS URBANA",OTRO MUNICIPAL
77564060-K,SOCIEDAD EDUCACIONAL MARIA ROSA BECKER S.P.A.,OTRO MUNICIPAL
77564215-7,SOCIEDAD DE PRESTACIONES PSICOLOGICAS Y DE SALUD DELOS LIMITADA,OTRO MUNICIPAL
77564383-8,ASESORIAS EN SEGURIDAD Y SALUD OCUPACIONAL JESSICA NEIRA SPA,OTRO MUNICIPAL
77564707-8,ERIKA BELTRAN MUÑOZ VENTA PRODUCTOS DE ASEO E.I.R.L.,OTRO MUNICIPAL
77564859-7,M Y C SEGURIDAD PRIVADA SPA,OTRO MUNICIPAL
77564903-8,EMPRESA DE SERVICIOS TRANSITORIOS PROCESOS INDUSTRIALES SPA,OTRO MUNICIPAL
77565330-2,PROGESSA SOCIEDAD DE SALUD LIMITADA,OTRO MUNICIPAL
77565369-8,SALUD Y KINESIOLOGIA LIMITADA,OTRO MUNICIPAL
77565444-9,SEGURIDAD TRINOV SPA,OTRO MUNICIPAL
77565712-K,JLS SEGURIDAD SPA,OTRO MUNICIPAL
77565763-4,EMPRESA DE SEGURIDAD GOD SISTEMA SPA,OTRO MUNICIPAL
77565824-K,PRISMA SALUD SPA,OTRO MUNICIPAL
77566041-4,SOCIEDAD PRESTADORA DE SERVICIOS CLINICOS Y ACADEMICOS EN SALUD MEDINAMIC LIMITA,OTRO MUNICIPAL
77566397-9,ASEO Y CONSTRUCCIÓN LOS NICHES SPA,OTRO MUNICIPAL
77566471-1,SERVICIOS DE ASEO QUINTEROS CÁRDENAS LIMITADA,OTRO MUNICIPAL
77566475-4,SOCIEDAD EDUCACIONAL LUNITA SPA,OTRO MUNICIPAL
77566526-2,LAVADO Y ASEOS VARIOS CLAUDIA ANDREA PEREZ DE ARCE E.I.R.L.,OTRO MUNICIPAL
77567048-7,ANATOMYSALUD O´HIGGINS SPA,OTRO MUNICIPAL
77567137-8,ARTÍCULOS DE ASEO PABLO ERNESTO CRUZ RIVERA E.I.R.L.,OTRO MUNICIPAL
77567195-5,INFINITY SALUD SPA,OTRO MUNICIPAL
77567197-1,ARTÍCULOS DE ASEO JONATHAN EDUARDO MENARES ARAVENA E.I.R.L.,OTRO MUNICIPAL
77567238-2,ASESORIAS Y EDUCACION CRISTARIA SPA,OTRO MUNICIPAL
77567495-4,SERVICIOS EDUCACIONALES PEDRO MORAGA FARIAS E.I.R.L.,OTRO MUNICIPAL
77567512-8,SERVICIOS INTEGRALES DE SEGURIDAD PRIVADA FÉNIX SPA,OTRO MUNICIPAL
77567714-7,G Y M SEGURIDAD SPA,OTRO MUNICIPAL
77568022-9,PROFESIONALES DE LA SALUD DARVIDA SPA,OTRO MUNICIPAL
77568062-8,FEMINISALUD SPA,OTRO MUNICIPAL
77568114-4,DISTRIBUIDORA ALMA SALUD  SPA,OTRO MUNICIPAL
77568546-8,KOB CONSTRUCCIONES Y ASEO EN GRAL SERVICIOS INTEGRALES SPA,OTRO MUNICIPAL
77568828-9,SALUD AUSTRAL SPA,OTRO MUNICIPAL
77568906-4,FVI SEGURIDAD SPA,OTRO MUNICIPAL
77568927-7,SOCIEDAD CENTRO INTEGRAL DE SALUD MENTAL INFANTO JUVENIL VIVE LIMITADA,OTRO MUNICIPAL
77568958-7,EKONO SALUD SPA,OTRO MUNICIPAL
77569218-9,SERVICIO LIMPIEZA INDUSTRIAL Y SEGURIDAD SANTA GEMA SPA,OTRO MUNICIPAL
77569257-K,PLENITUD ASEO INTEGRAL SPA,OTRO MUNICIPAL
77569513-7,KUMELEN SALUD INTEGRAL SPA,OTRO MUNICIPAL
77569706-7,"CENTRO DE SALUD, REHABILITACION KINESICA INTEGRAL Y VENTAS ORTOPEDICAS, MEDICINA",OTRO MUNICIPAL
77569781-4,"F&B INGENIERIA, CONSTRUCCION Y SEGURIDAD VIAL SPA",OTRO MUNICIPAL
77569783-0,RATH LANZA SALUD LIMITADA,OTRO MUNICIPAL
77569837-3,CENTRO INTEGRAL DE SALUD MENTAL RL PSICÓLOGOS SPA,OTRO MUNICIPAL
77569887-K,SOCIEDAD DE SERVICIOS DE SALUD DR MIRANDA SPA,OTRO MUNICIPAL
77569910-8,SERVICIOS INTEGRALES DE SALUD VITTALYS LIMITADA,OTRO MUNICIPAL
77570091-2,ACTIVIDAD DE CAPACITACIÓN Y SEGURIDAD SERGIO JUAREZ E.I.R.L.,OTRO MUNICIPAL
77570237-0,SERVICIOS DE SALUD MENTAL SPA,OTRO MUNICIPAL
77570242-7,VENTA AL POR MAYOR DE ARTICULOS DE ASEO  MANUELA YEORLLERIA BUSTOS  VARGAS E.I.R,OTRO MUNICIPAL
77570268-0,SERVICIOS DE TERAPIA OCUPACIONAL Y SALUD MENTAL SPA,OTRO MUNICIPAL
77570318-0,SERVICIOS PROFESIONALES DE SALUD MENTAL ARETÉ SPA,OTRO MUNICIPAL
77570496-9,MRYMRSSEGURIDAD LIMITADA,OTRO MUNICIPAL
77570726-7,PRESTACIONES INTEGRALES DE SALUD Y BIENESTAR MARQUEZ & IGLESIAS LIMITADA,OTRO MUNICIPAL
77570813-1,KEMEL VARGAS SEGURIDAD Y SERVICIOS EN GENERAL E.I.R.L.,OTRO MUNICIPAL
77570835-2,SALUDNET SPA,OTRO MUNICIPAL
77570851-4,CLIMATIZACIÓN Y SEGURIDAD JUAN CARLOS LIZAMA PALMA E.I.R.L.,OTRO MUNICIPAL
77570886-7,EMPRESA DE ASEO SADO SPA,OTRO MUNICIPAL
77571267-8,SEGURIDAD FELIX RIVERA SPA,OTRO MUNICIPAL
77571638-K,INSUMOS DE SALUD Y DEPORTIVOS JUAN CARRASCO ALLENDE E.I.R.L.,OTRO MUNICIPAL
77571654-1,NAVARRO DIAZ SERVICIOS EDUCACIONALES Y GESTIÓN CULTURAL SPA,OTRO MUNICIPAL
77571738-6,LÁMINAS DE SEGURIDAD JUAN PABLO MENDEZ E.I.R.L.,OTRO MUNICIPAL
77571756-4,SEGURIDAD C&V SPA,OTRO MUNICIPAL
77571843-9,SEGURIDAD CRISTIAN MIGUEL TORRES BAEZA E.I.R.L.,OTRO MUNICIPAL
77572195-2,"DISTRIBUIDORA Y COMERCIALIZADORA DE PRODUCTOS DE ASEO Y LIMPIEZA, LIBRERÍA Y  AR",OTRO MUNICIPAL
77572316-5,SALUD Y CUIDADO PERSONAL SPA,OTRO MUNICIPAL
77572361-0,GRUPO DE SEGURIDAD LIMITADA,OTRO MUNICIPAL
77572663-6,CLINICA ANDES SALUD TALCA SPA,OTRO MUNICIPAL
77572664-4,PRESTACIONES DE SALUD MALDONADO Y LARA LIMITADA,OTRO MUNICIPAL
77572793-4,SERVICIOS DE SALUD NATALIA INÉS MUÑOZ RIVERA E.I.R.L.,OTRO MUNICIPAL
77573098-6,HOGAR Y SEGURIDAD CHILE SPA,OTRO MUNICIPAL
77573293-8,SOLUCIONES DE ASEO INTEGRAL MUÑOZ CAVA LIMITADA,OTRO MUNICIPAL
77573379-9,SOLAF SEGURIDAD INDUSTRIAL LIMITADA,OTRO MUNICIPAL
77573549-K,PURPURA SALUD SPA,OTRO MUNICIPAL
77573554-6,CS SEGURIDAD SPA,OTRO MUNICIPAL
77573618-6,MANESCO SEGURIDAD PRIVADA Y COMERCIALIZADORA SPA,OTRO MUNICIPAL
77573717-4,PSIQUIATRÍA Y SALUD MENTAL SPA,OTRO MUNICIPAL
77573732-8,HALCÓN SEGURIDAD SPA,OTRO MUNICIPAL
77573772-7,SOCIEDAD DE SERVICIOS DE SALUD INTEGRAL RYR SPA,OTRO MUNICIPAL
77573928-2,CENTRO DE FORMACIÓN PARA EL DEPORTE Y SALUD SPA,OTRO MUNICIPAL
77573974-6,CENTRO MEDICO SALUDMENT SPA,OTRO MUNICIPAL
77574005-1,MAS SALUD LIMITADA,OTRO MUNICIPAL
77574551-7,V*S  SERVICIOS INTEGRALES DE SEGURIDAD SPA,OTRO MUNICIPAL
77574605-K,SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA JAVIERA HENRÍQUEZ E.I.R.L.,OTRO MUNICIPAL
77574817-6,B & S BIENESTAR Y SALUD SPA,OTRO MUNICIPAL
77574993-8,CENTRO SALUD INTEGRAL CHILE SPA,OTRO MUNICIPAL
77575101-0,DISTRIBUIDORA DE ARTICULOS ASEO Y MENAJERIA PJ SPA,OTRO MUNICIPAL
77575188-6,ASEO E INSTALACIONES DIAZ SPA,OTRO MUNICIPAL
77575573-3,SOCIEDAD DE PROFESIONALES DE LA EDUCACION ANAHATA CHILLAN LIMITADA,OTRO MUNICIPAL
77575613-6,CENTRO DE SALUD RENACER SPA,OTRO MUNICIPAL
77575859-7,ABL SALUD  SPA,OTRO MUNICIPAL
77576115-6,SOCIEDAD EDUCACIONAL PICCOLI BIMBI SPA,OTRO MUNICIPAL
77576168-7,INGENIERIA PROYECTOS Y SEGURIDAD LOBOS GONZALEZ SPA,OTRO MUNICIPAL
77576344-2,SOCIEDAD MAZUI SALUD SPA,OTRO MUNICIPAL
77576411-2,SOCIEDAD DE SALUD SANTA INES SPA,OTRO MUNICIPAL
77576483-K,EMPRESA DE ASEO NESTOR MIGUEL OPAZO ADAOS E.I.R.L.,OTRO MUNICIPAL
77576613-1,SERVICIOS ODONTOLOGICOS Y CUIDADOS DE SALUD INTEGRAL SPA,OTRO MUNICIPAL
77576655-7,SEGURIDAD INTEGRAL CKC SPA,OTRO MUNICIPAL
77576740-5,SOC EDUCACIONAL HERMANOS CARRERA CIA LTDA,OTRO MUNICIPAL
77576798-7,SERVICIOS DE SALUD JUAN DAVID CARRASCO ALLENDE E.I.R.L.,OTRO MUNICIPAL
77576812-6,ASEO SALUD AMBIENTAL CONTROL DE PLAGAS SPA,OTRO MUNICIPAL
77576876-2,SEGURIDAD MONTAJES INDUSTRALES SMI SPA,OTRO MUNICIPAL
77576911-4,MINIMARKET Y ART. ASEO PAOLA VICTORIA JARA CONDORI E.I.R.L.,OTRO MUNICIPAL
77577007-4,SEGURIDAD INTEGRAL MICHAEL JARAMILLO DÍAZ E.I.R.L.,OTRO MUNICIPAL
77577256-5,SOCIEDAD MEDICA VIDA Y SALUD SPA,OTRO MUNICIPAL
77577324-3,"COMERCIAL  MATEO, COMERCIALIZADORA DE ARTICULOS Y PRODUCTOS DE ASEO, ABARROTES",OTRO MUNICIPAL
77577378-2,"SOCIEDAD MÉDICA DELMISALUD, ANA PAREDES Y COMPAÑÍA LIMITADA",OTRO MUNICIPAL
77577683-8,SERVICIOS PROFESIONALES DE SALUD MPZ SPA,OTRO MUNICIPAL
77577931-4,OBRAS CIVILES Y ASEO INDUSTRIAL SPA,OTRO MUNICIPAL
77578028-2,"SERVICIOS DE ASEO, LIMPIEZA Y LAVADO INTEGRAL AIRBNB CONCEPCIÓN SPA",OTRO MUNICIPAL
77578547-0,SERVICIOS DE CONSTRUCCIÓN Y ASEO GESTINGRAL LIMITADA,OTRO MUNICIPAL
77578606-K,CENTRO DE SALUD MENTAL CONSCIENTEMENTE LIMITADA,OTRO MUNICIPAL
77578610-8,PRESTACIONES DE SALUD FUENTEALBA & RUBIO LIMITADA,OTRO MUNICIPAL
77578635-3,INSIGTH TERAPIA Y SALUD  SPA,OTRO MUNICIPAL
77578777-5,SOCIEDAD EDUCACIONAL LITTLE DINOSAURS SPA,OTRO MUNICIPAL
77579149-7,SALUD INTEGRAL BELLEZA DEPORTE Y OTROS NOI BEAUTY PAMELA MOREIRA E.I.R.L.,OTRO MUNICIPAL
77579445-3,CENTRO MEDICO MAS SALUD Y BELLEZA SPA,OTRO MUNICIPAL
77580132-8,G&G CONSULTORA EN SEGURIDAD PRIVADA SPA,OTRO MUNICIPAL
77580283-9,INGENIERIA Y SEGURIDAD VIAL JEAN PIERRE WEVAR WOLLETER E.I.R.L.,OTRO MUNICIPAL
77580561-7,PROSESO ASEO Y OUTSOURCING SPA,OTRO MUNICIPAL
77580617-6,ROSEST PRODUCTOS DE  ASEO Y ABARROTES SPA,OTRO MUNICIPAL
77581223-0,CENTRO DE SALUD RUISEÑOR Y ACEVEDO LIMITADA,OTRO MUNICIPAL
77581408-K,DIVERTIPROF SERVICIOS EDUCACIONALES SPA,OTRO MUNICIPAL
77581585-K,IMPRU SALUD Y FORMACION SPA,OTRO MUNICIPAL
77581692-9,SERVICIOS DE INVESTIGACIÓN EN SALUD Y SÍNTESIS DE EVIDENCIA SPA,OTRO MUNICIPAL
77581758-5,CENTAURO AUSTRAL SEGURIDAD SPA,OTRO MUNICIPAL
77581791-7,ARTICULOS DE ASEO GLENDA YANETT BUGUEÑO GUERRA E.I.R.L.,OTRO MUNICIPAL
77582089-6,JBJ SEGURIDAD Y SERVICIOS DE TRANSPORTES SPA,OTRO MUNICIPAL
77582256-2,SOCIEDAD EDUCACIONAL - IJM SPA,OTRO MUNICIPAL
77582271-6,SERVICIOS DE SALUD FRIAS VARGAS SPA,OTRO MUNICIPAL
77582311-9,ASEO HIGIENE SPA,OTRO MUNICIPAL
77582382-8,SERVICIOS INSPECCIÓN MONITOREO Y SEGURIDAD CON DRONES SPA,OTRO MUNICIPAL
77582616-9,MVH SALUD LIMITADA,OTRO MUNICIPAL
77582711-4,INGENIERÍA Y SEGURIDAD INDUSTRIAL INAG SPA,OTRO MUNICIPAL
77582725-4,CENTRO DE PSICOTERAPIA Y SALUD MENTAL TRANSFORMA SPA,OTRO MUNICIPAL
77582935-4,MYJ ARRIENDO DE HABITACIONES Y DEPARTAMENTOS SPA,OTRO MUNICIPAL
77583474-9,GASTRO SALUD SPA,OTRO MUNICIPAL
77583631-8,RUBEN VIRGILIO SANTORO PIZARRO CAPACITACION Y SEGURIDAD EMPRESA INDIVIDUAL DE RE,OTRO MUNICIPAL
77583707-1,AFM SEGURIDAD SPA.,OTRO MUNICIPAL
77583727-6,RYP SEGURIDAD PRIVADA Y PREVENCION DE RIESGOS SPA,OTRO MUNICIPAL
77583767-5,CENTRO DE SALUD INTEGRAL SOR VICENTA SPA,OTRO MUNICIPAL
77583888-4,MSALUD SPA,OTRO MUNICIPAL
77584097-8,ASISTENCIA LOGÍSTICA EN CINTURONES DE  SEGURIDAD SPA,OTRO MUNICIPAL
77584246-6,CENTRO DE SALUD INMUNO REGENERATIVA SPA,OTRO MUNICIPAL
77584275-K,CONSTRUCCIONES ASEO Y FUMIGACIÓN SPA,OTRO MUNICIPAL
77584327-6,CINCO SALUD SPA,OTRO MUNICIPAL
77584330-6,PRODUCTOS DE SALUD NATURAL LIMITADA,OTRO MUNICIPAL
77585123-6,ZOE SEGURIDAD Y FERRETERIA INDUSTRIAL SPA,OTRO MUNICIPAL
77585230-5,SOC AGRICOLA MARIA DEL TRANSITO LIMITADA,OTRO MUNICIPAL
77585270-4,PRESTADORA DE SERVICIOS DE ASEO Y CAPACITACION LIMITADA,OTRO MUNICIPAL
77585866-4,KÜDAW C Y S CAPACITACIONES Y SERVICIOS DE SEGURIDAD Y EMERGENCIAS SPA,OTRO MUNICIPAL
77586068-5,OTRAS ACTIVIDADES DE SERVICIOS DE ASEO MATÍAS URTUBIA ROJAS E.I.R.L.,OTRO MUNICIPAL
77586160-6,ESERT RECURSOS TECNICO HUMANOS Y SEGURIDAD LIMITADA,OTRO MUNICIPAL
77586166-5,CENTRO ESTETICA  CLEÉ BELLEZA Y SALUD SPA,OTRO MUNICIPAL
77586183-5,EMERSON SANTIBAÑEZ SEGURIDAD Y MONITOREO E.I.R.L.,OTRO MUNICIPAL
77586229-7,AJ ACCESOS Y SEGURIDAD SPA,OTRO MUNICIPAL
77586278-5,SEGURIDAD Y OTROS SERVICIOS MMF SPA,OTRO MUNICIPAL
77586469-9,ADMINISTRACIÓN Y SOPORTE CONTABLE EN SEGUROS Y DE LA SALUD CLAUDIA MARIA TORO AC,OTRO MUNICIPAL
77586531-8,SALUD INTEGRAL ANDREOLI & MORRIS SPA,OTRO MUNICIPAL
77586574-1,KINESIOLOGÍA SALUD MONTEMAR SPA,OTRO MUNICIPAL
77586639-K,SOCIEDAD DE SERVICIOS DE SALUD SURMEDICA SYS SPA,OTRO MUNICIPAL
77586682-9,ENVASADORA COMPRA Y VENTA ARTICULOS DE ASEO ALEIDA LORENA AREVALO RIVERA E.I.R.L,OTRO MUNICIPAL
77586832-5,SISTEMAS INFORMATICOS DE SOLUCIONES EDUCACIONALES SPA,OTRO MUNICIPAL
77586863-5,ACADEMIA KROEST DE PSICOLOGIA Y EDUCACION CANINA SPA,OTRO MUNICIPAL
77587028-1,SALUD Y BIENESTAR INTEGRAL M SPA,OTRO MUNICIPAL
77587104-0,"INVERSIONES SALUD, ESTÉTICA Y REHABILITACIÓN FUENTES & LAZCANO SPA",OTRO MUNICIPAL
77587264-0,SOCIEDAD SEGURIDAD TACTICA ARAUCANIA LIMITADA,OTRO MUNICIPAL
77587357-4,CENTRO DE SALUD MENTAL JACARANDA SPA,OTRO MUNICIPAL
77587457-0,INGENIERIA EN TELECOMUNICACIONES Y SEGURIDAD BRAFI SPA,OTRO MUNICIPAL
77587563-1,GRUPO PRIVADO DE SEGURIDAD LIMITADA,OTRO MUNICIPAL
77587616-6,CIFUENTES MARDONES SALUD SPA,OTRO MUNICIPAL
77587855-K,COMERCIALIZADORA EN ENTRENAMIENTO FUNCIONAL FITNESS Y SALUD JAIME MUÑOZ REMEDY E,OTRO MUNICIPAL
77587893-2,"SOCIEDAD DE ASEO INDUSTRIAL DE LIMPIEZA, SANITIZACION , DESINFECCION Y MANTENCIO",OTRO MUNICIPAL
77588265-4,SOLUCIONES TECNOLÓGICAS EN SEGURIDAD LIMITADA,OTRO MUNICIPAL
77588333-2,VILLA SALUD SPA,OTRO MUNICIPAL
77588746-K,"SERVICIOS DE SEGURIDAD PRIVADA ,CAPACITACIÓN Y SERVICIOS JOHANNA MARABOLI MONTEN",OTRO MUNICIPAL
77588769-9,COMIDA SALUDABLE TAHIRI DIAZ E.I.R.L.,OTRO MUNICIPAL
77588837-7,SERVICIOS MÉDICOS INTEGRALES REGENERA SALUD SPA,OTRO MUNICIPAL
77588854-7,FUENTES RAMIREZ SERVICIOS DE SALUD LIMITADA,OTRO MUNICIPAL
77588881-4,JMO SEGURIDAD Y SERVICIOS INTEGRALES SPA,OTRO MUNICIPAL
77588927-6,PROSALUD SPA,OTRO MUNICIPAL
77588948-9,HERES SALUD SPA,OTRO MUNICIPAL
77588985-3,CENTRO DE LA SALUD BIOMONOR SPA,OTRO MUNICIPAL
77589079-7,HOLOS SALUD SPA,OTRO MUNICIPAL
77589504-7,LEONARDO HERNANDEZ SERVICIOS DE SEGURIDAD PRIVADA E.I.R.L.,OTRO MUNICIPAL
77589557-8,ASEO MT SPA,OTRO MUNICIPAL
77589802-K,SERVICIOS INTEGRALES DE SALUD MENTE-CUERPO SPA,OTRO MUNICIPAL
77589808-9,NOVASALUD SPA,OTRO MUNICIPAL
77589923-9,LOBOS SEGURIDAD SPA,OTRO MUNICIPAL
77590133-0,CENTRO DE SALUD INTEGRAL CASA ALERCE SPA,OTRO MUNICIPAL
77590250-7,A&K SEGURIDAD ELECTRONICA SPA,OTRO MUNICIPAL
77590408-9,CYBERSEGURIDAD CHILE SPA,OTRO MUNICIPAL
77590543-3,INGENIERIA Y SEGURIDAD INDUSTRIAL MMG SPA,OTRO MUNICIPAL
77590575-1,LBP SEGURIDAD SPA,OTRO MUNICIPAL
77590585-9,CENTRO OFTALMOLÓGICO  SALUD VISUAL SPA,OTRO MUNICIPAL
77590701-0,CENTRO DE SALUD INTEGRAL SENSE SPA,OTRO MUNICIPAL
77590786-K,PRESTADORA DE SERVICIOS Y SEGURIDAD D&CH LIMITADA,OTRO MUNICIPAL
77591419-K,SOCIEDAD DE PROFESIONALES DE LA SALUD OYARZUN PALMA SPA,OTRO MUNICIPAL
77591471-8,ASEO FLORES SPA,OTRO MUNICIPAL
77591575-7,IRENA SALUD Y ESTETICA SPA,OTRO MUNICIPAL
77591671-0,CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE SALUD MENTAL SPA,OTRO MUNICIPAL
77591815-2,SERVICIOS INTEGRALES DE SEGURIDAD CHRISTIAN JACHURA E.I.R.L.,OTRO MUNICIPAL
77591868-3,L&O SOPORTE INFORMATICO Y SEGURIDAD SPA,OTRO MUNICIPAL
77592004-1,COMERCIAL SIMULACION PRACTICAS EN SALUD LIMITADA,OTRO MUNICIPAL
77592049-1,SERVICIO DE ESTÉTICA Y SALUD OROFACIAL ABF SPA,OTRO MUNICIPAL
77592114-5,SERVICIO INTEGRAL DE LIMPIEZA Y  ASEO  ALEJANDRA SILVA GANGA E.I.R.L.,OTRO MUNICIPAL
77592299-0,SERVICIOS INDUSTRIALES DE ASEO JUAN ALBERTO FUENTES HENRIQUEZ EMPRESA INDIVIDUAL,OTRO MUNICIPAL
77592348-2,BELSALUD  SPA,OTRO MUNICIPAL
77592507-8,SERVICIOS DE SALUD GUTIÉRREZ Y CERDA LIMITADA,OTRO MUNICIPAL
77592671-6,SALUD INTEGRATIVA DANIEL CORNEJO CORNEJO E.I.R.L.,OTRO MUNICIPAL
77592701-1,SEGURIDAD PRIVADA LUIS LEONARDO YAÑEZ GONZALEZ E.I.R.L.,OTRO MUNICIPAL
77592833-6,QUIRO&SALUD 360° SPA,OTRO MUNICIPAL
77592978-2,CMI CONSULTORA LABORAL Y SERVICIOS INTEGRALES EN SALUD MENTAL SPA,OTRO MUNICIPAL
77593048-9,SERVICIOS DE VIGILANCIA Y SEGURIDAD SECURITY HOME SPA,OTRO MUNICIPAL
77593228-7,CONSULTORA DE EDUCACIÓN Y SALUD INTEGRAL PATRICIO ANDRES SEPULVEDA CESPEDES E.I.,OTRO MUNICIPAL
77593395-K,SERVICIOS EDUCACIONALES Y ASESORIAS SPA,OTRO MUNICIPAL
77593502-2,SERVICIOS DE SISTEMA DE SEGURIDAD JOSE PEÑA VIELMA E.I.R.L.,OTRO MUNICIPAL
77593592-8,SONRISA SALUD SPA,OTRO MUNICIPAL
77594147-2,ASISTENCIA EN SALUD DENISSE MORENO VERDUGO E.I.R.L.,OTRO MUNICIPAL
77594177-4,SPARTA SEGURIDAD SPA,OTRO MUNICIPAL
77594184-7,LAMINAS DE SEGURIDAD OSCAR MICHAEL ALVAREZ VILLANUEVA E.I.R.L.,OTRO MUNICIPAL
77594437-4,"SERVICIOS DE TRAUMATOLOGIA, KINESIOLOGIA Y GESTION EN SALUD SPA",OTRO MUNICIPAL
77594440-4,SOC DEPORTES EDUCACION CIENCIA Y SALUD LTDA,OTRO MUNICIPAL
77594453-6,CHILE SEGURIDAD RODRIGUEZ SPA,OTRO MUNICIPAL
77594603-2,SERVICIOS DE SALUD HIPNOTICA LIMITADA,OTRO MUNICIPAL
77594676-8,SERVICIOS TRANSITORIOS SUMA GESTION EST SPA.,OTRO MUNICIPAL
77594840-K,INTEGRASALUD LIMITADA,OTRO MUNICIPAL
77594842-6,INTEGRITY SEGURIDAD SPA,OTRO MUNICIPAL
77594992-9,SEGURIDAD  PRIVADA YOLANDA CAROLA BECERRA VALENZUELA  E.I.R.L.,OTRO MUNICIPAL
77595068-4,COMERCIO POR MENOR ARTÍCULOS DE RECREACIÓN D`PASEO LIMITADA,OTRO MUNICIPAL
77595138-9,SERVICIOS MÉDICOS E INVESTIGACIÓN EN SALUD SPA,OTRO MUNICIPAL
77596091-4,SISTEMAS DE SEGURIDAD INTEGRAL HUERTA & CRUZ  SPA,OTRO MUNICIPAL
77596140-6,SOC EDUCACIONAL CARDENAS DURAN LAVADO Y CIA LIMITADA,OTRO MUNICIPAL
77596367-0,BSN INGENIERÍA Y SEGURIDAD INDUSTRIAL SPA,OTRO MUNICIPAL
77596416-2,CENTRO MEDICO UVA SALUD SPA,OTRO MUNICIPAL
77596552-5,SOCIEDAD DE SERVICIOS DE SALUD SMEDCRA LIMITADA,OTRO MUNICIPAL
77596692-0,SERVICIOS INTEGRALES DE SALUD Y BIENESTAR SPA,OTRO MUNICIPAL
77597627-6,SERVI-SALUD CHILE SPA,OTRO MUNICIPAL
77597647-0,PROFESIONALES DE ASEO INDUSTRIAL SPA,OTRO MUNICIPAL
77597841-4,LIMPIEZA Y ASEO ANGELICA SANTOS E.I.R.L.,OTRO MUNICIPAL
77597855-4,SALUD MENTAL BOSQUES LIMITADA,OTRO MUNICIPAL
77597885-6,DISTRIBUIDORA DE ARTICULOS DE ASEO ALOCLEAN LIMITADA,OTRO MUNICIPAL
77598454-6,SOCIEDAD DE SERVICIOS DE SEGURIDAD PRIME SPA,OTRO MUNICIPAL
77598711-1,PRESTACIÓN DE SERVICOS EDUCACIONALES SPA,OTRO MUNICIPAL
77598724-3,COMERCIAL BAZAR ASEO Y LIBRERIA EDUARDO MARTINEZ CUEVAS E.I.R.L.,OTRO MUNICIPAL
